Datetime,Open,High,Low,Close,Volume,Fractal
2023-08-06 22:00:00,1.2751686573028564,1.2760635614395142,1.2745835781097412,1.2759170532226562,0,
2023-08-07 02:00:00,1.2757054567337036,1.2757054567337036,1.2732689380645752,1.2735446691513062,0,
2023-08-07 06:00:00,1.2736095190048218,1.2743724584579468,1.271504282951355,1.2728638648986816,0,
2023-08-07 10:00:00,1.2728638648986816,1.2772533893585205,1.2717629671096802,1.2772533893585205,0,
2023-08-07 14:00:00,1.2775307893753052,1.2786905765533447,1.2756240367889404,1.2775144577026367,0,
2023-08-07 18:00:00,1.2775144577026367,1.2789523601531982,1.2768945693969727,1.2784454822540283,0,fractal_high
2023-08-07 22:00:00,1.278592586517334,1.278592586517334,1.2772860527038574,1.2774492502212524,0,
2023-08-08 02:00:00,1.2773675918579102,1.2773675918579102,1.2752337455749512,1.276242733001709,0,
2023-08-08 06:00:00,1.2763404846191406,1.2772533893585205,1.273934006690979,1.275477647781372,0,
2023-08-08 10:00:00,1.2754125595092773,1.2754125595092773,1.26850426197052,1.269921898841858,0,fractal_low
2023-08-08 14:00:00,1.2698090076446533,1.2742424011230469,1.268842339515686,1.273382544517517,0,
2023-08-08 18:00:00,1.2733337879180908,1.275136113166809,1.2732852697372437,1.2749085426330566,0,
2023-08-08 22:00:00,1.2747948169708252,1.275022268295288,1.2738852500915527,1.274209976196289,0,
2023-08-09 02:00:00,1.2740962505340576,1.275982141494751,1.2739989757537842,1.275738000869751,0,
2023-08-09 06:00:00,1.2758194208145142,1.277955174446106,1.274957299232483,1.275477647781372,0,fractal_high
2023-08-09 10:00:00,1.2753475904464722,1.2755427360534668,1.2714558839797974,1.2730096578598022,0,
2023-08-09 14:00:00,1.273382544517517,1.2749898433685303,1.2712618112564087,1.2723617553710938,0,
2023-08-09 18:00:00,1.2721998691558838,1.2736743688583374,1.271860122680664,1.2719571590423584,0,
2023-08-09 22:00:00,1.2720379829406738,1.272410273551941,1.2711488008499146,1.2714072465896606,0,
2023-08-10 02:00:00,1.2713911533355713,1.272329330444336,1.271019458770752,1.2712780237197876,0,
2023-08-10 06:00:00,1.2712780237197876,1.2768456935882568,1.2712780237197876,1.275721788406372,0,
2023-08-10 10:00:00,1.2759333848953247,1.281164288520813,1.2755916118621826,1.2781022787094116,0,fractal_high
2023-08-10 14:00:00,1.278183937072754,1.2783145904541016,1.2706642150878906,1.2713911533355713,0,
2023-08-10 18:00:00,1.2716336250305176,1.2717307806015015,1.2673468589782715,1.2675557136535645,0,
2023-08-10 22:00:00,1.267603874206543,1.2683273553848267,1.2666724920272827,1.268182635307312,0,fractal_low
2023-08-11 02:00:00,1.2683594226837158,1.2691160440444946,1.2679574489593506,1.2682629823684692,0,
2023-08-11 06:00:00,1.2680860757827759,1.2723455429077148,1.2680377960205078,1.2706156969070435,0,
2023-08-11 10:00:00,1.270809531211853,1.2737717628479004,1.2684721946716309,1.2686814069747925,0,fractal_high
2023-08-11 14:00:00,1.2684398889541626,1.2728314399719238,1.268391728401184,1.269132137298584,0,
2023-08-11 18:00:00,1.2691160440444946,1.2702445983886719,1.2686330080032349,1.2692288160324097,0,
2023-08-11 22:00:00,1.2694865465164185,1.2694865465164185,1.2694865465164185,1.2694865465164185,0,
2023-08-13 22:00:00,1.2689549922943115,1.269776701927185,1.2680538892745972,1.2684078216552734,0,
2023-08-14 02:00:00,1.2682790756225586,1.2686814069747925,1.266784906387329,1.2672022581100464,0,
2023-08-14 06:00:00,1.2672665119171143,1.2707288265228271,1.2671220302581787,1.2698734998703003,0,
2023-08-14 10:00:00,1.2697607278823853,1.2714558839797974,1.2645902633666992,1.2656465768814087,0,fractal_high
2023-08-14 14:00:00,1.2656785249710083,1.27068030834198,1.2619092464447021,1.2700670957565308,0,fractal_low
2023-08-14 18:00:00,1.2697607278823853,1.2702122926712036,1.2674914598464966,1.2687618732452393,0,
2023-08-14 22:00:00,1.2682629823684692,1.2692288160324097,1.267748475074768,1.2683112621307373,0,
2023-08-15 02:00:00,1.2684078216552734,1.2693254947662354,1.2677645683288574,1.2685526609420776,0,
2023-08-15 06:00:00,1.2684882879257202,1.271779179573059,1.2681503295898438,1.2713103294372559,0,
2023-08-15 10:00:00,1.2711488008499146,1.2729448080062866,1.2683112621307373,1.2719571590423584,0,
2023-08-15 14:00:00,1.271504282951355,1.2752825021743774,1.271019458770752,1.2725075483322144,0,fractal_high
2023-08-15 18:00:00,1.272329330444336,1.2725237607955933,1.2695188522338867,1.2705026865005493,0,
2023-08-15 22:00:00,1.2711002826690674,1.2711002826690674,1.2693415880203247,1.269615650177002,0,
2023-08-16 02:00:00,1.2696316242218018,1.2707772254943848,1.2689067125320435,1.2707449197769165,0,fractal_low
2023-08-16 06:00:00,1.2707288265228271,1.276535987854004,1.2700508832931519,1.2759007215499878,0,
2023-08-16 10:00:00,1.275738000869751,1.2766011953353882,1.2722808122634888,1.2722808122634888,0,fractal_high
2023-08-16 14:00:00,1.2720704078674316,1.2759984731674194,1.2720704078674316,1.2732689380645752,0,
2023-08-16 18:00:00,1.2733337879180908,1.2750385999679565,1.2713103294372559,1.2732040882110596,0,
2023-08-16 22:00:00,1.2731068134307861,1.2733663320541382,1.271795392036438,1.2721998691558838,0,
2023-08-17 02:00:00,1.2721351385116577,1.2723455429077148,1.2712780237197876,1.2723455429077148,0,
2023-08-17 06:00:00,1.272394061088562,1.2741774320602417,1.271358847618103,1.271358847618103,0,
2023-08-17 10:00:00,1.2713103294372559,1.2779879570007324,1.270405888557434,1.2771228551864624,0,fractal_low
2023-08-17 14:00:00,1.2769761085510254,1.2787723541259766,1.2739177942276,1.2759497165679932,0,fractal_high
2023-08-17 18:00:00,1.2760635614395142,1.2760635614395142,1.272782802581787,1.27472984790802,0,
2023-08-17 22:00:00,1.274047613143921,1.275835633277893,1.274047613143921,1.2754613161087036,0,
2023-08-18 02:00:00,1.275363802909851,1.2765686511993408,1.2743561267852783,1.274518609046936,0,fractal_high
2023-08-18 06:00:00,1.2745672464370728,1.275298833847046,1.2708741426467896,1.271811604499817,0,
2023-08-18 10:00:00,1.2720541954040527,1.2741613388061523,1.2690516710281372,1.2708741426467896,0,
2023-08-18 14:00:00,1.2712780237197876,1.2747135162353516,1.2708579301834106,1.2744860649108887,0,
2023-08-18 18:00:00,1.274534821510315,1.2756729125976562,1.2728800773620605,1.2736095190048218,0,
2023-08-18 22:00:00,1.2734960317611694,1.2734960317611694,1.2734960317611694,1.2734960317611694,0,
